Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
031310,KR7031310006,아이즈비전,KOSDAQ,중견기업부,1589,2,-18,-1.12,1610,1610,1565,108908,171748769,41878163327,26355043,KSQ
254120,KR7254120009,자비스,KOSDAQ,기술성장기업부,1360,2,-12,-0.87,1372,1385,1341,99161,133972305,41825807200,30754270,KSQ
072950,KR7072950009,빛샘전자,KOSDAQ,벤처기업부,5190,2,-50,-0.95,5170,5200,5100,78363,402426760,41793045900,8052610,KSQ
079000,KR7079000006,와토스코리아,KOSDAQ,중견기업부,5780,2,-160,-2.69,5940,5940,5780,46330,271602270,41616000000,7200000,KSQ
452300,KR7452300007,캡스톤파트너스,KOSDAQ,중견기업부,2945,2,-40,-1.34,2985,3550,2885,3414463,11141864876,41581942225,14119505,KSQ
140430,KR7140430000,카티스,KOSDAQ,벤처기업부,2175,2,-65,-2.9,2335,2350,2110,44386,97468201,41547326325,19102219,KSQ
246710,KR7246710008,티앤알바이오팹,KOSDAQ,기술성장기업부,1925,2,-130,-6.33,2040,2040,1908,480697,933456052,41477643900,21546828,KSQ
032580,KR7032580003,피델릭스,KOSDAQ,중견기업부,1250,2,-31,-2.42,1284,1315,1249,922069,1169815984,41415080000,33132064,KSQ
457600,KR7457600005,벡트,KOSDAQ,벤처기업부,3020,2,-100,-3.21,3120,3120,3005,32300,97651835,41396650000,13707500,KSQ
045060,KR7045060001,오공,KOSDAQ,우량기업부,2435,2,-55,-2.21,2490,2490,2425,90334,220704090,41253706690,16941974,KSQ
083550,KR7083550004,케이엠,KOSDAQ,중견기업부,3185,2,-65,-2.0,3245,3260,3180,12319,39411290,41248575095,12950887,KSQ
406820,KR7406820001,뷰티스킨,KOSDAQ,벤처기업부,11630,2,-360,-3.0,11990,11990,11450,7655,89315850,41100885200,3534040,KSQ
462980,KR7462980004,아이지넷,KOSDAQ,기술성장기업부,2250,2,-45,-1.96,2295,2310,2240,121592,274672046,41027483250,18234437,KSQ
122690,KR7122690001,서진오토모티브,KOSDAQ,우량기업부,1831,2,-31,-1.66,1862,1862,1820,29938,54663185,40944743267,22361957,KSQ
071850,KR7071850002,캐스텍코리아,KOSDAQ,투자주의환기종목(소속부없음),1680,3,0,0.0,1680,1680,1655,35455,58720041,40758375840,24260938,KSQ
138360,KR7138360003,협진,KOSDAQ,중견기업부,781,1,9,1.17,774,840,755,693760,551234561,40562612684,51936764,KSQ
049080,KR7049080005,기가레인,KOSDAQ,벤처기업부,474,2,-10,-2.07,484,489,469,145678,69060284,40234706478,84883347,KSQ
274400,KR7274400001,이노시뮬레이션,KOSDAQ,기술성장기업부,4425,3,0,0.0,4450,4490,4365,11906,52165330,40207731525,9086493,KSQ
013810,KR7013810007,스페코,KOSDAQ,중견기업부,2740,2,-30,-1.08,2780,2780,2695,145161,396991494,40155987800,14655470,KSQ
088290,KR7088290002,이원컴포텍,KOSDAQ,중견기업부,1006,1,4,0.4,1019,1019,944,93271,91521337,40119646184,39880364,KSQ
431190,KR7431190008,케이쓰리아이,KOSDAQ,기술성장기업부,5320,1,10,0.19,5290,5590,5200,480293,2584652085,39827871440,7486442,KSQ
222980,KR7222980005,한국맥널티,KOSDAQ,벤처기업부,3605,2,-10,-0.28,3615,3640,3515,36047,128188263,39768496215,11031483,KSQ
177830,KR7177830007,파버나인,KOSDAQ,우량기업부,2940,2,-80,-2.65,3000,3015,2935,47577,140951000,39672215940,13493951,KSQ
417180,KR7417180007,핑거스토리,KOSDAQ,중견기업부,2255,2,-95,-4.04,2350,2350,2250,191845,437258702,39572144865,17548623,KSQ
348030,KR7348030008,모비릭스,KOSDAQ,중견기업부,4115,2,-155,-3.63,4270,4270,4100,2436,10139990,39519637000,9603800,KSQ
376980,KR7376980009,원티드랩,KOSDAQ,기술성장기업부,4040,2,-40,-0.98,4080,4080,4020,32357,130497744,39456231760,9766394,KSQ
131760,KR7131760001,파인텍,KOSDAQ,벤처기업부,906,2,-26,-2.79,924,930,895,333015,301269422,39349014198,43431583,KSQ
051780,KR7051780005,큐로홀딩스,KOSDAQ,중견기업부,1690,0,0,0.0,0,0,0,0,0,39279394050,23242245,KSQ
050120,KR7050120005,ES큐브,KOSDAQ,중견기업부,2895,2,-40,-1.36,2935,2935,2835,5622,16168675,39268028970,13564086,KSQ
333050,KR7333050003,모코엠시스,KOSDAQ,벤처기업부,1593,2,-46,-2.81,1638,1638,1555,259811,411379127,39209028318,24613326,KSQ
452980,KR7452980006,신한제11호스팩,KOSDAQ,SPAC(소속부없음),2070,1,5,0.24,2062,2070,2060,44793,92438985,39133350000,18905000,KSQ
019660,KR7019660000,글로본,KOSDAQ,중견기업부,2800,2,-80,-2.78,2915,2915,2795,10362,29110610,39044132400,13944333,KSQ
088280,KR7088280003,쏘닉스,KOSDAQ,기술성장기업부,2255,2,-25,-1.1,2270,2335,2250,19728,44528620,39026134950,17306490,KSQ
117670,KR7117670000,알파칩스,KOSDAQ,관리종목(소속부없음),6350,2,-210,-3.2,6560,6560,6350,10587,67990760,38985621800,6139468,KSQ
095910,KR7095910006,에스에너지,KOSDAQ,중견기업부,1700,2,-36,-2.07,1736,1736,1699,76634,131174865,38934795700,22902821,KSQ
383930,KR7383930005,디티앤씨알오,KOSDAQ,중견기업부,3040,2,-60,-1.94,3100,3100,2960,49645,148979665,38863749120,12784128,KSQ
373170,KR7373170000,엠아이큐브솔루션,KOSDAQ,벤처기업부,7710,2,-290,-3.63,8000,8000,7530,13225,101979050,38842440300,5037930,KSQ
306040,KR7306040007,에스제이그룹,KOSDAQ,우량기업부,3935,2,-110,-2.72,4045,4045,3935,14366,56867360,38822033180,9865828,KSQ
307280,KR7307280008,원바이오젠,KOSDAQ,벤처기업부,5470,2,-130,-2.32,5600,5600,5400,22913,125801600,38807609690,7094627,KSQ
900260,HK0000295359,로스웰,KOSDAQ,외국기업(소속부없음),1075,2,-18,-1.65,1093,1093,1063,68406,73442849,38733634600,36031288,KSQ
024120,KR7024120008,KB오토시스,KOSDAQ,중견기업부,3360,2,-55,-1.61,3415,3425,3355,28343,95632780,38640000000,11500000,KSQ
021650,KR7021650007,한국큐빅,KOSDAQ,중견기업부,2360,2,-45,-1.87,2400,2405,2335,14950,35210490,38587328680,16350563,KSQ
353590,KR7353590003,오토앤,KOSDAQ,중견기업부,2995,2,-20,-0.66,3005,3015,2995,11949,35867225,38562332150,12875570,KSQ
018700,KR7018700005,바른손,KOSDAQ,중견기업부,1097,1,10,0.92,1087,1097,1066,32554,34984289,38526373429,35119757,KSQ
081580,KR7081580003,성우전자,KOSDAQ,중견기업부,2480,2,-30,-1.2,2510,2510,2435,57463,141289348,38460194640,15508143,KSQ
367000,KR7367000007,플래티어,KOSDAQ,벤처기업부,4585,2,-150,-3.17,4735,4735,4515,2868,13169215,38459929095,8388207,KSQ
096690,KR7096690003,에이루트,KOSDAQ,중견기업부,1590,3,0,0.0,1606,1650,1559,36096,58021427,38377914270,24137053,KSQ
020180,KR7020180006,대신정보통신,KOSDAQ,중견기업부,993,2,-8,-0.8,1001,1001,982,248671,246304051,38159912595,38428915,KSQ
252500,KR7252500004,세화피앤씨,KOSDAQ,중견기업부,919,1,16,1.77,903,924,883,424034,380662581,38125992410,41486390,KSQ
138070,KR7138070008,신진에스엠,KOSDAQ,중견기업부,2175,1,10,0.46,2175,2175,2125,35945,76944320,38069468700,17503204,KSQ
372800,KR7372800003,아이티아이즈,KOSDAQ,벤처기업부,6290,1,10,0.16,6300,6300,6030,35117,216322775,38035567100,6046990,KSQ
066360,KR7066360009,체리부로,KOSDAQ,우량기업부,790,2,-13,-1.62,803,808,786,34336,27256037,37882091850,47952015,KSQ
127710,KR7127710002,아시아경제,KOSDAQ,중견기업부,1085,1,21,1.97,1053,1092,1052,12581,13370366,37870928970,34904082,KSQ
052460,KR7052460003,아이크래프트,KOSDAQ,중견기업부,2590,2,-40,-1.52,2630,2630,2520,68593,175032774,37834554240,14607936,KSQ
290270,KR7290270008,휴네시온,KOSDAQ,벤처기업부,3935,2,-135,-3.32,4020,4020,3910,46012,181609565,37806189320,9607672,KSQ
335870,KR7335870002,윙스풋,KOSDAQ,중견기업부,2255,1,25,1.12,2250,2255,2195,17208,38136083,37772316615,16750473,KSQ
049180,KR7049180003,셀루메드,KOSDAQ,투자주의환기종목(소속부없음),687,2,-22,-3.1,709,709,682,278573,192133606,37755502281,54957063,KSQ
214610,KR7214610008,더바이오메드,KOSDAQ,투자주의환기종목(소속부없음),4500,2,-130,-2.81,4630,4630,4220,31178,139551330,37724949000,8383322,KSQ
368600,KR7368600003,아이씨에이치,KOSDAQ,기술성장기업부,2150,2,-35,-1.6,2245,2260,2125,22474,48953313,37707443900,17538346,KSQ
288980,KR7288980006,모아데이타,KOSDAQ,기술성장기업부,1091,2,-23,-2.06,1114,1130,1089,155259,170572317,37701209142,34556562,KSQ
208710,KR7208710004,포톤,KOSDAQ,중견기업부,2860,4,660,30.0,2200,2860,2150,2994168,8174083023,37695177520,13180132,KSQ
210120,KR7210120002,캔버스엔,KOSDAQ,중견기업부,1598,1,140,9.6,1452,1598,1438,4578038,7097511009,37685002790,23582605,KSQ
080520,KR7080520000,오디텍,KOSDAQ,벤처기업부,3200,2,-50,-1.54,3230,3255,3180,13692,43856263,37589148800,11746609,KSQ
115480,KR7115480006,씨유메디칼,KOSDAQ,중견기업부,620,1,6,0.98,614,629,604,114277,70100383,37587225960,60624558,KSQ
169330,KR7169330008,엠브레인,KOSDAQ,중견기업부,2055,2,-10,-0.48,2065,2065,2015,6957,14137503,37579616490,18286918,KSQ
079170,KR7079170007,한창산업,KOSDAQ,중견기업부,7220,2,-160,-2.17,7450,7450,7200,13749,99767350,37544000000,5200000,KSQ
355690,KR7355690009,에이텀,KOSDAQ,기술성장기업부,6930,2,-130,-1.84,7060,7070,6700,49682,341776930,37456511400,5404980,KSQ
059100,KR7059100008,아이컴포넌트,KOSDAQ,벤처기업부,5280,2,-110,-2.04,5390,5470,5280,5129,27491470,37334140800,7070860,KSQ
123010,KR7123010001,아이윈플러스,KOSDAQ,기술성장기업부,1143,2,-44,-3.71,1229,1273,1125,3741271,4491158501,37328713506,32658542,KSQ
130500,KR7130500002,GH신소재,KOSDAQ,우량기업부,2565,2,-25,-0.97,2590,2590,2550,34730,89263020,37308058380,14545052,KSQ
148930,KR7148930001,에이치와이티씨,KOSDAQ,중견기업부,3655,2,-35,-0.95,3690,3700,3610,17057,62053367,37190403515,10175213,KSQ
335810,KR7335810008,프리시젼바이오,KOSDAQ,기술성장기업부,3200,1,50,1.59,3150,3300,3120,40032,127050016,37166483200,11614526,KSQ
228340,KR7228340006,동양파일,KOSDAQ,중견기업부,1849,3,0,0.0,1852,2200,1695,352390,662042039,36980000000,20000000,KSQ
276040,KR7276040003,스코넥,KOSDAQ,기술성장기업부,1704,2,-4,-0.23,1719,1722,1667,188706,318507864,36858090840,21630335,KSQ
290120,KR7290120005,DH오토리드,KOSDAQ,우량기업부,2325,1,5,0.22,2320,2350,2300,16210,37616985,36791378925,15824249,KSQ
048770,KR7048770002,TPC,KOSDAQ,벤처기업부,2340,2,-55,-2.3,2400,2585,2290,513830,1249426114,36733298940,15697991,KSQ
035200,KR7035200005,프럼파스트,KOSDAQ,벤처기업부,3740,2,-80,-2.09,3820,3820,3700,52144,194601720,36392406600,9730590,KSQ
032750,KR7032750002,삼진,KOSDAQ,우량기업부,4020,2,-15,-0.37,4010,4040,3970,25977,103950070,36305110440,9031122,KSQ
153490,KR7153490008,우리이앤엘,KOSDAQ,우량기업부,705,2,-7,-0.98,712,740,700,98253,69060321,36293400000,51480000,KSQ
196490,KR7196490007,디에이테크놀로지,KOSDAQ,투자주의환기종목(소속부없음),203,0,0,0.0,0,0,0,0,0,36245520080,178549360,KSQ
221800,KR7221800006,유투바이오,KOSDAQ,기술성장기업부,3200,3,0,0.0,3200,3250,3190,36303,116331735,36119027200,11287196,KSQ
001840,KR7001840008,이화공영,KOSDAQ,투자주의환기종목(소속부없음),1616,0,0,0.0,0,0,0,0,0,36010355776,22283636,KSQ
284620,KR7284620002,카이노스메드,KOSDAQ,투자주의환기종목(소속부없음),1087,0,0,0.0,0,0,0,0,0,35965517911,33086953,KSQ
222420,KR7222420002,쎄노텍,KOSDAQ,벤처기업부,790,2,-23,-2.83,820,822,790,90330,72069019,35913582490,45460231,KSQ
006920,KR7006920003,모헨즈,KOSDAQ,중견기업부,3275,1,5,0.15,3280,3345,3230,86777,284689240,35763000000,10920000,KSQ
018680,KR7018680009,서울제약,KOSDAQ,벤처기업부,3065,2,-40,-1.29,3110,3175,3055,9299,28670887,35735812735,11659319,KSQ
068940,KR7068940006,셀피글로벌,KOSDAQ,관리종목(소속부없음),778,0,0,0.0,0,0,0,0,0,35720093048,45912716,KSQ
053290,KR7053290003,NE능률,KOSDAQ,투자주의환기종목(소속부없음),2160,3,0,0.0,2180,2180,2125,30165,64836921,35696823120,16526307,KSQ
226340,KR7226340008,본느,KOSDAQ,벤처기업부,849,2,-10,-1.16,859,875,837,260096,220544762,35617604580,41952420,KSQ
038060,KR7038060000,루멘스,KOSDAQ,우량기업부,740,2,-10,-1.33,750,759,737,47927,35584243,35596271060,48103069,KSQ
051380,KR7051380004,피씨디렉트,KOSDAQ,중견기업부,2320,2,-60,-2.52,2370,2400,2305,144277,336114575,35588967040,15340072,KSQ
001810,KR7001810001,무림SP,KOSDAQ,중견기업부,1607,1,2,0.12,1600,1613,1568,12870,20516099,35574962500,22137500,KSQ
012620,KR7012620001,원일특강,KOSDAQ,우량기업부,8080,2,-260,-3.12,8400,8420,8060,6689,54898230,35552000000,4400000,KSQ
119500,KR7119500007,포메탈,KOSDAQ,중견기업부,3000,2,-45,-1.48,3045,3045,2975,85202,254954994,35541696000,11847232,KSQ
137080,KR7137080008,나래나노텍,KOSDAQ,벤처기업부,3210,2,-65,-1.98,3275,3275,3200,6154,19806975,35500744620,11059422,KSQ
398120,KR7398120006,에스지헬스케어,KOSDAQ,벤처기업부,3125,2,-30,-0.95,3155,3160,3060,64143,198480915,35342812500,11309700,KSQ
131220,KR7131220006,대한과학,KOSDAQ,벤처기업부,4740,2,-60,-1.25,4785,4800,4675,18796,88400131,35334282600,7454490,KSQ
238200,KR7238200000,비피도,KOSDAQ,벤처기업부,4315,1,95,2.25,4220,4350,4075,73104,311833197,35296700000,8180000,KSQ
069140,KR7069140002,누리플랜,KOSDAQ,중견기업부,2690,2,-75,-2.71,2760,2765,2620,122613,330399301,35246378670,13102743,KSQ
086060,KR7086060001,진바이오텍,KOSDAQ,중견기업부,4090,2,-120,-2.85,4190,4205,4055,122245,502066988,35217300830,8610587,KSQ
432980,KR7432980001,엠에프씨,KOSDAQ,기술성장기업부,4090,2,-65,-1.56,4155,4195,3990,46262,186793285,35140224780,8591742,KSQ
362990,KR7362990004,드림인사이트,KOSDAQ,벤처기업부,2085,1,5,0.24,2080,2100,1975,103207,208258386,35029196790,16800574,KSQ
089140,KR7089140008,넥스턴바이오,KOSDAQ,벤처기업부,2405,2,-105,-4.18,2515,2520,2370,100701,243248367,34719140365,14436233,KSQ
900300,HK0000312568,오가닉티코스메틱,KOSDAQ,외국기업(소속부없음),359,2,-3,-0.83,362,362,351,539996,191519073,34464798416,96002224,KSQ
187270,KR7187270004,신화콘텍,KOSDAQ,벤처기업부,3395,2,-45,-1.31,3445,3445,3305,72647,245817490,34438353775,10143845,KSQ
285800,KR7285800009,진영,KOSDAQ,벤처기업부,1969,1,9,0.46,1960,1991,1901,12377,24191918,34412744630,17477270,KSQ
038950,KR7038950002,파인디지털,KOSDAQ,중견기업부,3370,3,0,0.0,3370,3480,3295,2340,7823870,34410278050,10210765,KSQ
008470,KR7008470007,부스타,KOSDAQ,벤처기업부,4085,2,-30,-0.73,4115,4150,4050,16723,68517310,34333608000,8404800,KSQ
258790,KR7258790005,소프트캠프,KOSDAQ,벤처기업부,1361,2,-229,-14.4,1580,1580,1356,2692410,3921437210,34013137524,24991284,KSQ
304840,KR7304840002,피플바이오,KOSDAQ,투자주의환기종목(소속부없음),1601,2,-29,-1.78,1630,1653,1597,60747,97950877,33986525911,21228311,KSQ
187220,KR7187220009,디티앤씨,KOSDAQ,중견기업부,2905,1,5,0.17,2885,2910,2850,35251,101837360,33982751005,11698021,KSQ
048470,KR7048470009,대동스틸,KOSDAQ,중견기업부,3395,2,-100,-2.86,3465,3470,3395,37784,129446960,33950000000,10000000,KSQ
900100,USU652221081,애머릿지,KOSDAQ,외국기업(소속부없음),737,2,-15,-1.99,752,761,735,61427,45653300,33929484204,46037292,KSQ
060540,KR7060540002,에스에이티,KOSDAQ,중견기업부,1290,2,-27,-2.05,1297,1333,1288,49336,63934869,33711964740,26133306,KSQ
090150,KR7090150004,아이윈,KOSDAQ,중견기업부,805,2,-16,-1.95,818,821,805,43303,35319022,33709610865,41875293,KSQ
303030,KR7303030001,지니틱스,KOSDAQ,벤처기업부,905,1,16,1.8,899,952,889,69806,64235066,33551688545,37073689,KSQ
328380,KR7328380001,솔트웨어,KOSDAQ,벤처기업부,978,2,-2,-0.2,991,999,977,59661,58510454,33508996884,34262778,KSQ
405000,KR7405000001,플라즈맵,KOSDAQ,관리종목(소속부없음),8700,1,450,5.45,8550,9180,8130,59763,527043450,33394462800,3838444,KSQ
034940,KR7034940007,조아제약,KOSDAQ,중견기업부,1070,2,-32,-2.9,1102,1109,1059,126405,135226475,33148414890,30979827,KSQ
377330,KR7377330006,이지트로닉스,KOSDAQ,기술성장기업부,4070,2,-65,-1.57,4135,4140,4010,60750,246788677,33129612780,8139954,KSQ
131090,KR7131090003,시큐브,KOSDAQ,벤처기업부,4125,2,-40,-0.96,4155,4170,4125,4896,20294470,33000000000,8000000,KSQ
405920,KR7405920000,나라셀라,KOSDAQ,중견기업부,2560,2,-80,-3.03,2640,2640,2560,7412,19215434,32967874560,12878076,KSQ
373110,KR7373110006,엑셀세라퓨틱스,KOSDAQ,기술성장기업부,3005,2,-105,-3.38,3080,3100,2960,326972,983465637,32870078310,10938462,KSQ
219550,KR7219550001,디와이디,KOSDAQ,관리종목(소속부없음),262,1,3,1.16,254,313,252,11672179,3348183703,32778981130,125110615,KSQ
044480,KR7044480002,빌리언스,KOSDAQ,중견기업부,406,2,-18,-4.25,423,428,404,4150044,1715721383,32749473568,80663728,KSQ
067010,KR7067010009,이씨에스,KOSDAQ,벤처기업부,2660,1,25,0.95,2635,2660,2615,6606,17402505,32702040000,12294000,KSQ
296640,KR7296640006,이노룰스,KOSDAQ,벤처기업부,6300,1,10,0.16,6310,6320,6150,10118,62776900,32622987600,5178252,KSQ
047080,KR7047080007,한빛소프트,KOSDAQ,중견기업부,1310,2,-6,-0.46,1316,1326,1306,17651,23162748,32517294220,24822362,KSQ
035620,KR7035620004,바른손이앤에이,KOSDAQ,중견기업부,436,3,0,0.0,431,447,427,128080,55641904,32455698300,74439675,KSQ
143540,KR7143540003,영우디에스피,KOSDAQ,벤처기업부,725,2,-7,-0.96,732,747,714,70044,50539082,32334923875,44599895,KSQ
080470,KR7080470008,성창오토텍,KOSDAQ,중견기업부,4420,2,-180,-3.91,4550,4590,4420,18856,84085774,32266000000,7300000,KSQ
045510,KR7045510005,정원엔시스,KOSDAQ,중견기업부,999,2,-29,-2.82,1028,1028,975,25752,25790823,32177082708,32209292,KSQ
076080,KR7076080001,웰크론한텍,KOSDAQ,중견기업부,1422,2,-36,-2.47,1458,1472,1417,44315,63307743,32128889832,22594156,KSQ
045300,KR7045300001,성우테크론,KOSDAQ,중견기업부,3100,2,-140,-4.32,3215,3245,3085,31390,98479855,32076831500,10347365,KSQ
070300,KR7070300009,엑스큐어,KOSDAQ,벤처기업부,1368,2,-77,-5.33,1412,1428,1271,658130,889313074,31884082704,23307078,KSQ
060380,KR7060380003,동양에스텍,KOSDAQ,우량기업부,1616,2,-70,-4.15,1678,1732,1591,285598,468503305,31835200000,19700000,KSQ
052770,KR7052770005,아이톡시,KOSDAQ,관리종목(소속부없음),544,4,125,29.83,423,544,423,3871950,2048740130,31701653856,58275099,KSQ
016670,KR7016670002,디모아,KOSDAQ,중견기업부,6410,2,-200,-3.03,6540,6610,6350,10274,66262050,31677232860,4941846,KSQ
058110,KR7058110008,멕아이씨에스,KOSDAQ,기술성장기업부,1970,2,-40,-1.99,2010,2030,1962,69873,138332271,31619544100,16050530,KSQ
007770,KR7007770001,한일화학,KOSDAQ,중견기업부,8980,1,40,0.45,8940,9140,8870,2495,22284405,31519800000,3510000,KSQ
276730,KR7276730009,한울앤제주,KOSDAQ,기술성장기업부,2005,2,-40,-1.96,2055,2060,1991,50388,101013460,31433098780,15677356,KSQ
353190,KR7353190002,휴럼,KOSDAQ,중견기업부,797,1,32,4.18,757,799,752,45323,34806721,31384600740,39378420,KSQ
267790,KR7267790004,배럴,KOSDAQ,벤처기업부,3965,2,-30,-0.75,3995,4050,3950,33490,133737590,31277902500,7888500,KSQ
103230,KR7103230009,에스앤더블류,KOSDAQ,중견기업부,4340,2,-175,-3.88,4540,4540,4280,70344,304668037,31248000000,7200000,KSQ
419540,KR7419540000,비스토스,KOSDAQ,벤처기업부,1358,2,-182,-11.82,1500,1520,1330,1584109,2200531982,31223829938,22992511,KSQ
297570,KR7297570004,알로이스,KOSDAQ,벤처기업부,900,1,6,0.67,894,910,881,100405,89791162,31159096200,34621218,KSQ
017000,KR7017000001,신원종합개발,KOSDAQ,우량기업부,2665,2,-10,-0.37,2675,2675,2605,44191,116715645,31095291955,11668027,KSQ
069920,KR7069920007,엑시온그룹,KOSDAQ,중견기업부,762,2,-29,-3.67,793,796,752,1235181,944309315,31092009444,40803162,KSQ
318010,KR7318010006,팜스빌,KOSDAQ,중견기업부,3920,2,-40,-1.01,4000,4000,3850,28616,111495305,31083004960,7929338,KSQ
016920,KR7016920001,카스,KOSDAQ,중견기업부,1152,2,-4,-0.35,1156,1159,1148,48665,56140905,30520555776,26493538,KSQ
079650,KR7079650008,서산,KOSDAQ,중견기업부,1526,2,-29,-1.86,1537,1550,1524,12983,19853295,30520000000,20000000,KSQ
009620,KR7009620006,삼보산업,KOSDAQ,중견기업부,1859,2,-57,-2.97,1916,1916,1855,99187,185309964,30461743169,16386091,KSQ
139670,KR7139670004,키네마스터,KOSDAQ,중견기업부,2145,2,-140,-6.13,2285,2285,2080,137844,295573777,30284847450,14118810,KSQ
246250,KR7246250005,에스엘에스바이오,KOSDAQ,관리종목(소속부없음),1969,0,0,0.0,0,0,0,0,0,30220617614,15348206,KSQ
043100,KR7043100007,알파녹스,KOSDAQ,벤처기업부,1501,2,-25,-1.64,1535,1535,1450,182313,270919729,30185230080,20110080,KSQ
089230,KR7089230007,THE E&M,KOSDAQ,중견기업부,1230,2,-41,-3.23,1271,1364,1230,85205,107786868,30150932190,24512953,KSQ
313760,KR7313760001,캐리,KOSDAQ,투자주의환기종목(소속부없음),2690,2,-110,-3.93,2850,2850,2630,67557,182687409,30147330340,11207186,KSQ
085810,KR7085810000,알티캐스트,KOSDAQ,중견기업부,603,2,-6,-0.99,605,605,590,208785,124385264,30063402567,49856389,KSQ
451700,KR7451700009,엔에이치스팩29호,KOSDAQ,SPAC(소속부없음),2090,2,-5,-0.24,2095,2095,2090,31349,65670184,29991500000,14350000,KSQ
227610,KR7227610003,아우딘퓨쳐스,KOSDAQ,중견기업부,835,2,-25,-2.91,860,860,832,94682,80166232,29815688185,35707411,KSQ
331520,KR7331520007,밸로프,KOSDAQ,중견기업부,586,2,-1,-0.17,587,590,581,223133,130243256,29806532540,50864390,KSQ
240600,KR7240600007,유진테크놀로지,KOSDAQ,중견기업부,4300,2,-185,-4.12,4400,4450,4270,37925,164598380,29791049300,6928151,KSQ
146060,KR7146060009,율촌,KOSDAQ,중견기업부,1240,2,-6,-0.48,1246,1262,1237,34102,42425979,29779337800,24015595,KSQ
032680,KR7032680001,소프트센,KOSDAQ,중견기업부,282,1,3,1.08,281,284,279,722829,203048947,29776595448,105590764,KSQ
147760,KR7147760003,피엠티,KOSDAQ,벤처기업부,2740,2,-150,-5.19,2855,2860,2735,21866,60506290,29646432840,10819866,KSQ
429270,KR7429270002,시지트로닉스,KOSDAQ,기술성장기업부,6350,2,-260,-3.93,6610,6640,6350,35000,224855470,29579252500,4658150,KSQ
291650,KR7291650000,압타머사이언스,KOSDAQ,기술성장기업부,1010,1,2,0.2,998,1096,959,1177451,1195050110,29573054520,29280252,KSQ
011080,KR7011080009,형지I&C,KOSDAQ,중견기업부,692,2,-14,-1.98,706,708,681,472148,325169149,29281016736,42313608,KSQ
137940,KR7137940003,넥스트아이,KOSDAQ,중견기업부,342,2,-7,-2.01,347,349,339,241882,82894124,29196195264,85368992,KSQ
189860,KR7189860000,서전기전,KOSDAQ,투자주의환기종목(소속부없음),3005,2,-40,-1.31,3045,3050,2970,26747,80016007,29144833900,9698780,KSQ
031510,KR7031510001,오스템,KOSDAQ,중견기업부,1039,1,1,0.1,1038,1041,1030,48813,50517777,29092000000,28000000,KSQ
036480,KR7036480002,대성미생물,KOSDAQ,중견기업부,7640,2,-60,-0.78,7700,7700,7560,5723,43749860,29032000000,3800000,KSQ
093380,KR7093380004,풍강,KOSDAQ,중견기업부,2935,2,-15,-0.51,2915,2940,2915,5511,16138940,28995783655,9879313,KSQ
038530,KR7038530002,케이바이오,KOSDAQ,중견기업부,250,2,-4,-1.57,254,254,247,340999,85040955,28928586750,115714347,KSQ
067730,KR7067730002,로지시스,KOSDAQ,중견기업부,2980,1,10,0.34,2970,3000,2910,16833,49592760,28828287560,9673922,KSQ
021040,KR7021040001,대호특수강,KOSDAQ,중견기업부,1328,2,-51,-3.7,1379,1379,1326,78480,105643658,28823939872,21704774,KSQ
389680,KR7389680000,유디엠텍,KOSDAQ,기술성장기업부,693,2,-32,-4.41,723,723,665,536941,376012623,28823578245,41592465,KSQ
131180,KR7131180002,딜리,KOSDAQ,벤처기업부,972,2,-6,-0.61,978,985,967,45856,44701781,28528200000,29350000,KSQ
073540,KR7073540007,에프알텍,KOSDAQ,벤처기업부,2500,2,-150,-5.66,2650,2650,2500,73330,188769325,28500000000,11400000,KSQ
193250,KR7193250008,링크드,KOSDAQ,중견기업부,450,2,-10,-2.17,460,460,450,113475,51348868,28495519650,63323377,KSQ
032080,KR7032080004,아즈텍WB,KOSDAQ,중견기업부,1325,2,-24,-1.78,1354,1359,1323,26180,34849432,28475613425,21491029,KSQ
091340,KR7091340000,S&K폴리텍,KOSDAQ,중견기업부,2430,3,0,0.0,2415,2430,2365,23633,56344290,28440042030,11703721,KSQ
312610,KR7312610009,에이에프더블류,KOSDAQ,벤처기업부,1391,2,-38,-2.66,1413,1610,1390,606618,908002543,28177331208,20256888,KSQ
115530,KR7115530008,씨엔플러스,KOSDAQ,중견기업부,411,1,7,1.73,404,413,392,81376,32870754,27932793000,67963000,KSQ
037400,KR7037400009,우리엔터프라이즈,KOSDAQ,중견기업부,1062,2,-8,-0.75,1071,1071,1058,18947,20129119,27849193452,26223346,KSQ
192390,KR7192390003,윈하이텍,KOSDAQ,우량기업부,2520,2,-60,-2.33,2580,2580,2510,38342,97112865,27801217080,11032229,KSQ
101000,KR7101000008,KS인더스트리,KOSDAQ,중견기업부,831,2,-93,-10.06,898,940,826,5271655,4590539834,27794292462,33446802,KSQ
177350,KR7177350006,베셀,KOSDAQ,벤처기업부,1411,2,-99,-6.56,1510,1510,1385,734836,1039991332,27731465237,19653767,KSQ
232830,KR7232830000,아이티센피엔에스,KOSDAQ,벤처기업부,2365,2,-140,-5.59,2485,2505,2365,54364,131050273,27688171280,11707472,KSQ
